ProteinIDs,gene,peptides,intensity_total_01,intensity_L_01,intensity_H_01,intensity_total_1,intensity_L_1,intensity_H_1,intensity_total_10,intensity_L_10,intensity_H_10,intensity_total_100,intensity_L_100,intensity_H_100,intensity_total_1000,intensity_L_1000,intensity_H_1000,MaxQuant_ratio_type,maxquant_ratio_01,maxquant_ratio_1,maxquant_ratio_10,maxquant_ratio_100,maxquant_ratio_1000,maxquant_ratio_normalized_01,maxquant_ratio_normalized_1,maxquant_ratio_normalized_10,maxquant_ratio_normalized_100,maxquant_ratio_normalized_1000,promoter,date,wt_sequence,control_sequence,strain,media,binding_additions,replicate,spec_machine,labeling
P27248,gcvT,2,0,0,0,11492000,5680500,5811800,2750700,336570,2414100.0,0,0,0,0,0.0,0,Plateau,,1.3771,4.8561,,,,1.8865,1.3761,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P27250,ahr,2,15564000,14459000,1105100,28627000,15764000,12863000,7267300,556150,6711100.0,1059200,0,1059200,6373300,0.0,6373300,Median,0.081347,0.7131,10.921,,,0.83535,0.99322,1.669,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P27278,nadR,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,Median,,,,,,,,,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P27298,prlC,14,391400000,362450000,28948000,654420000,377020000,277400000,137560000,19315000,118240000.0,111590000,9838600,101750000,123410000,6580500.0,116830000,Median,0.077084,0.69088,6.7203,21.92,13.225,0.96952,0.88958,1.0168,0.8525,20.413,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P27302,tktA,17,914310000,838300000,76008000,847550000,450850000,396700000,298350000,27933000,270410000.0,293700000,5871400,287830000,261170000,2452500.0,258720000,Median,0.09516,0.85207,10.054,61.587,58.622,1.1663,1.1301,1.3509,1.3407,90.483,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P27550,acs,3,11167000,10353000,813560,46728000,27011000,19717000,2362200,316070,2046200.0,2694700,0,2694700,7869100,0.0,7869100,Median,0.12408,0.67399,5.7647,,,1.3548,0.92155,1.0639,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P27828,wecB,2,0,0,0,0,0,0,0,0,0.0,4170900,0,4170900,349840,0.0,349840,Median,,,,,,,,,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P27848,yigL,1,0,0,0,0,0,0,0,0,0.0,6411600,0,6411600,0,0.0,0,Median,,,,,,,,,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P28248,dcd,1,63498000,59778000,3719700,80638000,51195000,29443000,13047000,1696000,11351000.0,4852100,821130,4031000,19396000,611430.0,18784000,Median,0.058515,0.57119,5.724,4.7406,20.796,0.79351,0.75619,0.78334,0.82897,32.098,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P28304,qorA,5,41278000,39159000,2118300,29287000,18433000,10854000,5455500,638400,4817100.0,7288500,0,7288500,12016000,0.0,12016000,Median,0.056566,0.46058,4.8085,,,0.6958,0.62426,0.76425,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P28635,metQ,13,1040100000,979240000,60882000,1443700000,910560000,533120000,279280000,42669000,236610000.0,275530000,4782400,270740000,125310000,0.0,125310000,Median,0.060691,0.58695,5.0488,38.306,,0.80446,0.78922,0.70149,1.3226,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P28903,nrdD,1,0,0,0,4687100,2806800,1880300,0,0,0.0,0,0,0,0,0.0,0,Median,,0.61496,,,,,0.84569,,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P29217,yceH,1,2369500,2369500,0,9481600,5833100,3648400,0,0,0.0,0,0,0,0,0.0,0,Median,,0.54722,,,,,0.72371,,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P29745,pepT,2,48081000,43049000,5032100,25871000,13805000,12066000,0,0,0.0,0,0,0,0,0.0,0,Median,0.19589,0.87697,,,,2.3405,1.1959,,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P30125,leuB,3,417200000,392190000,25013000,721900000,448460000,273440000,121480000,16880000,104600000.0,100720000,2246600,98477000,14292000,0.0,14292000,Median,0.056973,0.58948,6.771,32.766,,0.78681,0.77581,0.83329,0.83475,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P30126,leuD,3,32949000,29234000,3715000,227260000,84167000,143090000,19278000,1822300,17455000.0,17668000,5124500,12543000,0,0.0,0,Median,0.11713,1.4349,8.8291,6.0663,,1.5028,1.8547,1.3394,0.63642,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P30136,thiC,5,70111000,65019000,5092200,111610000,61621000,49985000,12014000,2518400,9496000.0,12605000,677030,11928000,18948000,186800.0,18761000,Median,0.080622,0.81253,4.816,3.3243,8.4687,0.77629,1.0734,0.83821,0.21074,13.072,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P30138,thiF,1,20077000,19376000,700470,0,0,0,0,0,0.0,0,0,0,0,0.0,0,Median,0.068358,,,,,0.83564,,,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P30139,thiG,4,106160000,98457000,7705400,364030000,200310000,163720000,6876300,674090,6202200.0,9017300,90735,8926600,10964000,39176.0,10924000,Median,0.086622,0.85377,10.225,24.86,15.508,0.93149,1.1452,1.7364,5.5814,23.936,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P30177,ybiB,1,0,0,0,0,0,0,0,0,0.0,29242000,535610,28706000,4886000,0.0,4886000,Median,,,,22.954,,,,,1.0712,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P30750,metN,1,25718000,24354000,1364100,18910000,14124000,4785700,8766100,1733800,7032300.0,0,0,0,0,0.0,0,Median,0.048563,0.46975,4.6424,,,0.62092,0.65617,0.68755,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P30850,rnb,7,125240000,114940000,10306000,292900000,169860000,123040000,33773000,3754500,30018000.0,41795000,3087600,38707000,31676000,137900.0,31538000,Median,0.078676,0.77401,8.8125,25.159,32.207,1.0113,1.0456,1.3547,2.0277,49.712,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P30859,artI,7,86901000,80760000,6140300,101040000,59829000,41208000,54790000,6087100,48703000.0,15485000,340660,15144000,1904600,0.0,1904600,Median,0.077244,0.7263,6.6298,40.498,,0.99773,0.97969,0.87912,1.0365,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P30860,artJ,14,410250000,385840000,24408000,963510000,559850000,403660000,176750000,15484000,161270000.0,180170000,3983000,176190000,167820000,3398500.0,164420000,Median,0.057034,0.70877,9.1688,41.143,37.556,0.79294,0.93035,1.1777,0.95075,57.967,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P30871,ygiF,1,0,0,0,0,0,0,0,0,0.0,0,0,0,11649000,0.0,11649000,Median,,,,,,,,,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P30958,mfd,2,117670000,109750000,7920200,68103000,40528000,27575000,31873000,3500000,28373000.0,35598000,528000,35070000,14450000,0.0,14450000,Median,0.063255,0.7033,8.1758,53.655,,0.87891,0.9256,0.97358,1.067,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P31057,panB,2,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,Median,,,,,,,,,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P31120,glmM,7,137160000,126870000,10296000,150200000,87321000,62882000,70312000,9331200,60981000.0,68696000,4278900,64417000,57633000,986190.0,56647000,Median,0.078762,0.80955,5.9822,12.699,60.294,0.9924,1.0855,0.89226,0.5758,93.064,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P31133,potF,10,86493000,79819000,6673700,279480000,146330000,133150000,25605000,2242900,23362000.0,54814000,567590,54246000,19356000,0.0,19356000,Median,0.076071,0.93539,11.164,68.229,,1.0372,1.2927,1.8822,2.2244,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P31142,sseA,1,17310000,16109000,1200800,0,0,0,0,0,0.0,5232400,1483000,3749500,0,0.0,0,Median,0.076416,,,1.7016,,0.9053,,,0.26769,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P31224,acrB,1,0,0,0,0,0,0,0,0,0.0,0,0,0,957700,0.0,957700,Median,,,,,,,,,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P31475,yieP,1,10043000,9442200,600550,0,0,0,0,0,0.0,0,0,0,0,0.0,0,Median,0.07475,,,,,0.79292,,,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P31550,thiB,7,77117000,71553000,5564200,162240000,95637000,66606000,13430000,1646400,11784000.0,22210000,402330,21808000,2344400,80192.0,2264200,Median,0.087551,0.7182,8.0597,28.515,32.826,0.98934,0.9724,1.2815,6.5307,18.715,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P31658,hchA,6,1372000000,1320900000,51079000,808090000,578010000,230080000,171570000,32222000,139350000.0,216090000,7328700,208760000,98610000,402680.0,98207000,Median,0.040896,0.38383,4.3584,40.113,103.12,0.52469,0.49124,0.50504,0.73025,159.16,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P31663,panC,7,491860000,396530000,95330000,419670000,269910000,149760000,75264000,10991000,64273000.0,136720000,2533700,134190000,95287000,916810.0,94370000,Median,0.055786,0.57708,6.0427,43.003,26.765,0.71742,0.78046,0.92975,1.3906,40.295,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P31677,otsA,5,83618000,78459000,5159000,93005000,59276000,33729000,11556000,2183000,9373100.0,17236000,533770,16702000,15435000,170350.0,15264000,Median,0.066451,0.56513,4.9119,15.841,24.643,0.76932,0.72772,0.78843,1.236,38.036,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P31828,pqqL,2,4236000,3588300,647730,8417400,3638800,4778600,0,0,0.0,2142900,0,2142900,1153200,0.0,1153200,Median,0.20263,1.3239,,,,1.949,1.7223,,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P31979,nuoF,2,0,0,0,16864000,11971000,4892700,6394100,782240,5611800.0,5341600,120660,5221000,3377600,0.0,3377600,Median,,0.64914,6.8125,19.219,,,0.90199,1.0454,2.9371,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P32132,typA,6,58194000,55171000,3022900,83757000,44208000,39549000,53541000,6446800,47094000.0,22405000,600290,21805000,19558000,2008300.0,17550000,Median,0.071658,0.78931,7.9539,28.036,0.24807,0.90262,1.0377,1.1235,1.285,0.3829,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P32157,yiiM,1,44072000,41738000,2334200,54917000,31035000,23882000,14126000,1717500,12409000.0,12475000,284150,12191000,0,0.0,0,Median,0.05372,0.72388,6.0506,43.022,,0.75933,1.0027,0.92948,2.6456,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P32684,rluF,1,0,0,0,13197000,6597900,6598600,0,0,0.0,0,0,0,0,0.0,0,Median,,1.5674,,,,,2.1628,,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P32695,dusA,2,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,Median,,,,,,,,,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P33018,yeiG,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,Median,,,,,,,,,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P33136,mdoG,12,458540000,424700000,33837000,258120000,147400000,110720000,98728000,11393000,87335000.0,78165000,1975000,76190000,22044000,196720.0,21848000,Median,0.076168,0.73747,7.4797,43.176,64.184,1.0452,0.97866,1.0356,0.89812,99.068,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P33195,gcvP,3,11197000,10362000,834890,0,0,0,0,0,0.0,0,0,0,0,0.0,0,Median,0.091382,,,,,0.99853,,,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P33219,yebF,4,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,Median,,,,,,,,,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P33232,lldD,2,0,0,0,4533600,3164300,1369300,0,0,0.0,2399700,0,2399700,0,0.0,0,Median,,0.51042,,,,,0.6977,,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P33363,bglX,6,81887000,74813000,7074800,43769000,24716000,19053000,23306000,3133800,20173000.0,15776000,451480,15325000,14071000,429820.0,13642000,Median,0.089168,0.75233,6.3595,19.407,13.887,1.1497,0.99446,1.1233,1.1429,21.434,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P33570,tktB,14,720810000,678020000,42783000,880420000,520900000,359520000,280100000,29262000,250840000.0,220090000,6035200,214060000,187540000,943350.0,186590000,Median,0.064655,0.68664,8.009,43.464,74.986,0.86328,0.94178,1.0361,1.5931,115.74,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P33599,nuoC,3,53155000,51032000,2123500,0,0,0,0,0,0.0,20372000,19795000,577250,0,0.0,0,Median,0.072408,,,0.016983,,0.97608,,,0.00039629,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P33602,nuoG,2,5147800,4712500,435290,16599000,9931100,6668300,0,0,0.0,0,0,0,0,0.0,0,Median,0.091508,0.70171,,,,0.87731,0.97356,,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P33644,yfiH,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,Median,,,,,,,,,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P35340,ahpF,17,580620000,540800000,39819000,712730000,433490000,279240000,111290000,14156000,97130000.0,81559000,913280,80646000,63147000,0.0,63147000,Median,0.06115,0.64197,7.5496,37.201,,0.82569,0.8593,1.0251,1.3612,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P36649,cueO,2,15902000,14148000,1753400,29693000,18947000,10746000,0,0,0.0,4541100,859520,3681600,3261500,648560.0,2613000,Median,0.16232,0.5789,,3.7236,0.70308,1.8589,0.78283,,0.7145,1.0852,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P36683,acnB,25,849720000,777800000,71920000,1134500000,621700000,512790000,227010000,56666000,170340000.0,262040000,33464000,228580000,263320000,13487000.0,249830000,Median,0.0836,0.81994,7.8633,29.817,41.93,1.1096,1.0996,1.1265,1.4718,64.719,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P36767,rdgC,3,22950000,20973000,1977300,0,0,0,0,0,0.0,3186500,0,3186500,9078800,0.0,9078800,Median,0.087285,,,,,0.8921,,,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P36929,rsmB,1,0,0,0,0,0,0,0,0,0.0,4345900,0,4345900,0,0.0,0,Median,,,,,,,,,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P36938,pgm,13,493700000,460120000,33585000,747290000,450330000,296960000,176680000,22257000,154430000.0,151730000,3625700,148100000,129530000,1259100.0,128270000,Median,0.073929,0.69089,6.1607,14.825,22.091,0.98033,0.92386,0.88379,0.74986,34.097,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P37051,purU,6,59897000,55804000,4092600,97615000,58923000,38692000,7748500,898640,6849800.0,17975000,125290,17849000,22727000,723330.0,22003000,Median,0.054273,0.51293,4.247,9.2828,17.027,0.69923,0.67692,0.71887,3.5088,26.281,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P37095,pepB,2,32783000,28845000,3938100,32824000,15802000,17022000,24089000,2114900,21974000.0,0,0,0,14475000,171790.0,14303000,Median,0.10254,0.95965,5.1876,,25.531,1.3228,1.2734,0.64769,,39.408,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P37128,nudK,1,0,0,0,66948000,35687000,31261000,0,0,0.0,4895100,0,4895100,12423000,0.0,12423000,Median,,0.84551,,,,,1.1129,,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P37146,nrdF,2,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,Median,,,,,,,,,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P37194,slp,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,Median,,,,,,,,,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P37330,glcB,2,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,Median,,,,,,,,,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P37349,dhaM,2,69052000,60898000,8153800,67903000,30935000,36967000,34312000,2963700,31348000.0,0,0,0,0,0.0,0,Median,0.116,1.1604,11.438,,,1.5854,1.5272,1.3464,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P37636,mdtE,2,2172200,2061300,110880,21187000,13599000,7587900,0,0,0.0,5689900,3863800,1826200,7550600,5771800.0,1778900,Median,0.05925,0.56335,,0.50778,0.30393,0.57215,0.76441,,0.071025,0.46912,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P37666,ghrB,3,19081000,17034000,2047000,73562000,42748000,30813000,8294500,920010,7374400.0,4151500,0,4151500,0,0.0,0,Median,0.11138,0.74474,7.5506,,,1.3466,0.98131,1.1471,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P37689,gpmI,5,366490000,333820000,32670000,275610000,144120000,131490000,83915000,6288200,77627000.0,56032000,1008100,55024000,83060000,1056000.0,82004000,Median,0.10295,0.91677,9.6561,51.591,43.528,1.3896,1.1904,1.3005,1.1978,67.186,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P37744,rmlA1,6,131060000,120300000,10758000,78937000,44743000,34195000,29357000,2417700,26939000.0,36671000,0,36671000,42795000,469560.0,42325000,Median,0.083801,0.72485,7.5832,,17.408,1.0779,0.99705,1.1309,,26.87,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P37747,glf,5,0,0,0,0,0,0,3026200,0,3026200.0,14703000,0,14703000,2096800,0.0,2096800,Median,,,,,,,,,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P37749,wbbI,1,10171000,8706200,1464800,7717500,3628000,4089500,0,0,0.0,4474100,104750,4369300,0,0.0,0,Median,0.15946,0.97436,,26.927,,1.6973,1.27,,5.2757,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P37759,rfbB,3,0,0,0,10973000,5342600,5630200,17234000,1112100,16122000.0,16636000,0,16636000,0,0.0,0,Median,,0.86649,8.1366,,,,1.1842,1.2109,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P37760,rfbD,4,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,Median,,,,,,,,,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P37902,gltI,14,552540000,480870000,71671000,738220000,345950000,392270000,242880000,24823000,218060000.0,190710000,12270000,178440000,167380000,760810.0,166620000,Median,0.096806,0.95615,10.211,37.605,149.35,1.2788,1.2812,1.4003,0.92025,230.52,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P38038,cysJ,6,79451000,73632000,5818600,0,0,0,52281000,5365000,46916000.0,56043000,279290,55763000,45480000,0.0,45480000,Median,0.10258,,6.9932,17.34,,1.1796,,1.0606,3.6548,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P38489,nfsB,9,207960000,193370000,14592000,226880000,123930000,102940000,67144000,6450700,60693000.0,53178000,683390,52494000,87550000,609630.0,86940000,Median,0.07497,0.83071,8.2826,41.244,138.67,0.9627,1.1305,1.0543,0.98927,214.04,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P38521,yggL,2,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,Median,,,,,,,,,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P39160,uxuB,2,0,0,0,10126000,6781800,3343700,5255600,432220,4823300.0,0,0,0,1512500,218110.0,1294400,Median,,0.49209,6.7502,,7.001,,0.65671,1.0735,,10.806,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P39172,znuA,10,313220000,281150000,32067000,916660000,374330000,542330000,98044000,4364100,93680000.0,196410000,2992300,193420000,92144000,1568000.0,90576000,Median,0.13152,1.4166,16.972,143.31,54.503,1.6306,1.8888,2.3411,3.0835,24.644,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P39173,yeaD,2,89071000,83006000,6065300,69822000,40765000,29057000,30201000,3889400,26312000.0,14326000,0,14326000,10263000,0.0,10263000,Median,0.066943,0.79651,6.6764,,,0.87596,1.1116,0.9056,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P39286,rsgA,1,3032800,2802900,229980,0,0,0,0,0,0.0,0,0,0,0,0.0,0,Median,0.092896,,,,,0.89563,,,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P39342,yjgR,1,3564800,3564800,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,Median,,,,,,,,,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P39406,rsmC,2,8269200,7718300,550910,0,0,0,0,0,0.0,2389000,0,2389000,0,0.0,0,Median,0.10992,,,,,1.1169,,,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P39831,ydfG,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,Median,,,,,,,,,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P40120,mdoD,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,Median,,,,,,,,,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P40191,pdxK,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,Median,,,,,,,,,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P40874,solA,3,28571000,26614000,1956800,47841000,26893000,20948000,8075500,948730,7126700.0,20804000,219310,20585000,6832400,0.0,6832400,Median,0.088685,0.83538,5.6083,35.724,,1.1373,1.1002,0.85,0.93804,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P42616,yqjC,2,7448700,7153000,295760,0,0,0,0,0,0.0,675030,0,675030,0,0.0,0,Median,0.041443,,,,,0.41285,,,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P42620,yqjG,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,Median,,,,,,,,,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P45395,kdsD,2,26082000,23680000,2401900,27373000,17021000,10353000,8547100,839180,7708000.0,3603000,0,3603000,0,0.0,0,Median,0.072705,0.61495,6.0322,,,0.92983,0.84549,0.90472,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P45523,fkpA,6,44480000,40657000,3823400,58940000,32251000,26689000,10143000,1194800,8948500.0,17706000,314320,17392000,8152400,124920.0,8027500,Median,0.088482,0.85382,6.1098,16.948,25.089,1.0579,1.1549,0.98183,2.699,23.101,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P45577,proQ,2,80690000,73140000,7549800,108890000,57415000,51475000,51922000,2896600,49025000.0,14565000,200150,14365000,23505000,0.0,23505000,Median,0.096409,0.8607,11.159,52.722,,1.3236,1.1363,1.2889,1.3775,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P45578,luxS,3,407610000,389770000,17839000,340380000,219860000,120530000,163140000,17750000,145390000.0,63841000,1940600,61901000,62077000,160990.0,61916000,Median,0.060517,0.55575,6.9135,32.207,33.171,0.67087,0.7569,0.84162,0.66122,51.2,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P45955,ybgF,2,0,0,0,2043200,1179400,863790,0,0,0.0,0,0,0,0,0.0,0,Median,,0.60639,,,,,0.7614,,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P46837,yhgF,5,46903000,40118000,6785600,59991000,38930000,21060000,8869200,1659200,7209900.0,5996200,55142,5941100,4932300,0.0,4932300,Median,0.077102,0.77395,4.982,35.946,,0.95155,1.0444,0.89078,4.6717,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P46853,yhhX,3,0,0,0,39003000,20175000,18828000,6081600,808310,5273300.0,0,0,0,0,0.0,0,Median,,0.91702,6.7665,,,,1.1835,1.0505,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P52061,rdgB,2,4985700,4495000,490780,8977500,4445200,4532300,1920600,156850,1763800.0,0,0,0,2302900,0.0,2302900,Median,0.096338,1.069,8.9559,,,0.92412,1.4186,1.7431,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P52643,ldhA,2,20558000,19259000,1298600,33243000,20137000,13106000,5105200,638440,4466800.0,2310800,0,2310800,0,0.0,0,Median,0.10009,0.5305,5.2691,,,1.2301,0.7046,0.83909,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P52697,pgl,4,138800000,129390000,9411300,132700000,77156000,55544000,47980000,5553000,42427000.0,12250000,4058200,8192300,18492000,2974600.0,15518000,Median,0.061626,0.73752,10.057,4.3334,3.2447,0.82234,0.97335,1.3046,0.14988,5.0082,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P60240,rapA,1,0,0,0,0,0,0,0,0,0.0,0,0,0,13211000,0.0,13211000,Median,,,,,,,,,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
